iccs,leg_stat,sex,unit,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03011,PER_SUSP,F,NR,ES	25 	13 	10 	18 	24 	: 
ICCS03011,PER_SUSP,F,NR,FI	4 	19 	3 	2 	3 	8 
ICCS03011,PER_SUSP,F,NR,FR	165 	128 	120 	111 	125 	114 
ICCS03011,PER_SUSP,F,NR,HR	0 	0 	1 	5 	1 	1 
ICCS03011,PER_SUSP,F,NR,HU	2 	1 	3 	10 	0 	2 
ICCS03011,PER_SUSP,F,NR,LI	0 	0 	: 	: 	0 	: 
ICCS03011,PER_SUSP,F,NR,LT	: 	2 	3 	1 	2 	: 
ICCS03011,PER_SUSP,F,NR,LU	: 	: 	2 	5 	2 	: 
ICCS03011,PER_SUSP,F,NR,LV	0 	3 	1 	2 	2 	: 
ICCS03011,PER_SUSP,F,NR,ME	0 	0 	0 	0 	0 	0 
ICCS03011,PER_SUSP,F,NR,MK	: 	1 	: 	: 	: 	: 
ICCS03011,PER_SUSP,F,NR,NL	5 	20 	10 	15 	25 	25 
ICCS03011,PER_SUSP,F,NR,NO	1 	3 	2 	1 	0 	4 
ICCS03011,PER_SUSP,F,NR,PL	3 	13 	13 	11 	15 	: 
ICCS03011,PER_SUSP,F,NR,PT	9 	3 	7 	5 	5 	7 
ICCS03011,PER_SUSP,F,NR,RS	0 	: 	: 	: 	3 	: 
ICCS03011,PER_SUSP,F,NR,SE	20 	13 	20 	6 	17 	10 
ICCS03011,PER_SUSP,F,NR,SI	0 	0 	1 	0 	0 	0 
ICCS03011,PER_SUSP,F,P_HTHAB,AL	: 	: 	0.00 	: 	0.06 	0.63 
ICCS03011,PER_SUSP,F,P_HTHAB,AT	0.09 	0.16 	0.07 	0.28 	0.16 	0.14 
ICCS03011,PER_SUSP,F,P_HTHAB,BA	: 	0.00 	: 	: 	: 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,BE	0.35 	0.53 	0.25 	0.52 	0.58 	0.53 
ICCS03011,PER_SUSP,F,P_HTHAB,BG	0.00 	0.11 	0.00 	0.05 	0.00 	0.03 
ICCS03011,PER_SUSP,F,P_HTHAB,CH	0.05 	0.00 	0.03 	0.03 	0.05 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,CZ	0.04 	0.09 	0.02 	0.04 	0.02 	0.00 
ICCS03011,PER_SUSP,F,P_HTHAB,DE	0.18 	0.18 	0.16 	0.18 	0.16 	0.13 
ICCS03011,PER_SUSP,F,P_HTHAB,ES	0.11 	0.05 	0.04 	0.08 	0.10 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,FI	0.14 	0.69 	0.11 	0.07 	0.11 	0.30 
ICCS03011,PER_SUSP,F,P_HTHAB,FR	0.49 	0.38 	0.36 	0.33 	0.38 	0.35 
ICCS03011,PER_SUSP,F,P_HTHAB,HR	0.00 	0.00 	0.05 	0.22 	0.04 	0.04 
ICCS03011,PER_SUSP,F,P_HTHAB,HU	0.04 	0.02 	0.06 	0.19 	0.00 	0.04 
ICCS03011,PER_SUSP,F,P_HTHAB,LI	0.00 	0.00 	: 	: 	0.00 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,LT	: 	0.12 	0.18 	0.06 	0.12 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,LU	: 	: 	0.78 	1.98 	0.80 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,LV	0.00 	0.27 	0.09 	0.17 	0.17 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,ME	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_SUSP,F,P_HTHAB,MK	: 	0.10 	: 	: 	: 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,NL	0.06 	0.24 	0.12 	0.18 	0.30 	0.30 
ICCS03011,PER_SUSP,F,P_HTHAB,NO	0.04 	0.12 	0.08 	0.04 	0.00 	0.17 
ICCS03011,PER_SUSP,F,P_HTHAB,PL	0.02 	0.07 	0.07 	0.06 	0.08 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,PT	0.16 	0.05 	0.13 	0.09 	0.09 	0.13 
ICCS03011,PER_SUSP,F,P_HTHAB,RS	0.00 	: 	: 	: 	0.08 	: 
ICCS03011,PER_SUSP,F,P_HTHAB,SE	0.42 	0.27 	0.42 	0.13 	0.37 	0.22 
ICCS03011,PER_SUSP,F,P_HTHAB,SI	0.00 	0.00 	0.10 	0.00 	0.00 	0.00 
ICCS03011,PER_SUSP,M,NR,AL	41 	25 	24 	51 	96 	72 
ICCS03011,PER_SUSP,M,NR,AT	718 	716 	762 	716 	647 	588 
ICCS03011,PER_SUSP,M,NR,BA	19 	15 	11 	31 	: 	: 
ICCS03011,PER_SUSP,M,NR,BE	931 	1176 	1262 	1283 	1326 	1306 
ICCS03011,PER_SUSP,M,NR,BG	91 	108 	94 	140 	180 	227 
ICCS03011,PER_SUSP,M,NR,CH	435 	461 	453 	453 	466 	: 
ICCS03011,PER_SUSP,M,NR,CZ	364 	399 	404 	375 	314 	345 
ICCS03011,PER_SUSP,M,NR,DE	6203 	6701 	6418 	6601 	6208 	6310 
ICCS03011,PER_SUSP,M,NR,ES	836 	853 	1048 	1219 	1358 	: 
ICCS03011,PER_SUSP,M,NR,FI	796 	752 	641 	572 	509 	633 
ICCS03011,PER_SUSP,M,NR,FR	7620 	7319 	7149 	6717 	6792 	6819 
ICCS03011,PER_SUSP,M,NR,HR	174 	103 	98 	116 	98 	145 
ICCS03011,PER_SUSP,M,NR,HU	255 	250 	262 	293 	234 	282 
ICCS03011,PER_SUSP,M,NR,LI	2 	5 	2 	: 	0 	: 
ICCS03011,PER_SUSP,M,NR,LT	88 	108 	167 	151 	148 	106 
ICCS03011,PER_SUSP,M,NR,LU	: 	: 	58 	53 	47 	: 
ICCS03011,PER_SUSP,M,NR,LV	86 	46 	35 	198 	99 	: 
ICCS03011,PER_SUSP,M,NR,ME	3 	3 	3 	11 	8 	19 
ICCS03011,PER_SUSP,M,NR,MK	36 	35 	39 	31 	40 	49 
ICCS03011,PER_SUSP,M,NR,NL	610 	765 	910 	1000 	1225 	1300 
ICCS03011,PER_SUSP,M,NR,NO	163 	135 	154 	161 	156 	127 
ICCS03011,PER_SUSP,M,NR,PL	494 	842 	880 	830 	935 	: 
ICCS03011,PER_SUSP,M,NR,PT	159 	147 	140 	194 	244 	245 
ICCS03011,PER_SUSP,M,NR,RS	89 	91 	83 	84 	120 	126 
ICCS03011,PER_SUSP,M,NR,SE	1009 	959 	982 	1055 	950 	837 
ICCS03011,PER_SUSP,M,NR,SI	38 	46 	38 	47 	68 	42 
ICCS03011,PER_SUSP,M,P_HTHAB,AL	: 	: 	1.69 	: 	6.06 	4.53 
ICCS03011,PER_SUSP,M,P_HTHAB,AT	17.41 	17.47 	18.68 	17.61 	15.95 	14.55 
ICCS03011,PER_SUSP,M,P_HTHAB,BA	: 	0.80 	0.59 	1.65 	: 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,BE	16.97 	21.57 	23.36 	24.15 	25.17 	25.00 
ICCS03011,PER_SUSP,M,P_HTHAB,BG	2.57 	3.03 	2.62 	3.87 	4.95 	6.20 
ICCS03011,PER_SUSP,M,P_HTHAB,CH	10.96 	11.75 	11.68 	11.83 	12.31 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,CZ	7.05 	7.74 	7.85 	7.30 	6.14 	6.81 
ICCS03011,PER_SUSP,M,P_HTHAB,DE	15.37 	16.67 	16.00 	16.46 	15.45 	15.67 
ICCS03011,PER_SUSP,M,P_HTHAB,ES	3.63 	3.69 	4.55 	5.30 	5.94 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,FI	29.85 	28.35 	24.29 	21.79 	19.49 	24.38 
ICCS03011,PER_SUSP,M,P_HTHAB,FR	24.00 	23.16 	22.72 	21.46 	21.81 	22.01 
ICCS03011,PER_SUSP,M,P_HTHAB,HR	8.46 	4.99 	4.74 	5.59 	4.72 	6.98 
ICCS03011,PER_SUSP,M,P_HTHAB,HU	5.41 	5.29 	5.52 	6.16 	4.91 	5.91 
ICCS03011,PER_SUSP,M,P_HTHAB,LI	10.96 	27.71 	11.18 	: 	0.00 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,LT	6.43 	7.81 	11.87 	10.41 	10.05 	7.13 
ICCS03011,PER_SUSP,M,P_HTHAB,LU	: 	: 	22.78 	21.25 	19.20 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,LV	9.28 	4.92 	3.69 	20.39 	9.97 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,ME	0.98 	0.98 	0.98 	3.60 	2.63 	6.27 
ICCS03011,PER_SUSP,M,P_HTHAB,MK	3.48 	3.39 	3.78 	3.01 	3.90 	4.78 
ICCS03011,PER_SUSP,M,P_HTHAB,NL	7.34 	9.24 	11.04 	12.19 	15.02 	16.03 
ICCS03011,PER_SUSP,M,P_HTHAB,NO	6.43 	5.40 	6.26 	6.63 	6.51 	5.38 
ICCS03011,PER_SUSP,M,P_HTHAB,PL	2.68 	4.57 	4.77 	4.51 	5.08 	: 
ICCS03011,PER_SUSP,M,P_HTHAB,PT	3.18 	2.92 	2.77 	3.83 	4.82 	4.83 
ICCS03011,PER_SUSP,M,P_HTHAB,RS	2.55 	2.59 	2.35 	2.36 	3.36 	3.52 
ICCS03011,PER_SUSP,M,P_HTHAB,SE	21.17 	20.29 	20.94 	22.69 	20.64 	18.34 
ICCS03011,PER_SUSP,M,P_HTHAB,SI	3.73 	4.52 	3.75 	4.63 	6.77 	4.26 
ICCS03011,PER_SUSP,T,NR,AL	41 	25 	24 	51 	97 	82 
ICCS03011,PER_SUSP,T,NR,AT	722 	723 	765 	728 	654 	594 
ICCS03011,PER_SUSP,T,NR,BA	41 	38 	36 	44 	: 	18 
ICCS03011,PER_SUSP,T,NR,BE	1088 	1313 	1392 	1435 	1463 	1447 
ICCS03011,PER_SUSP,T,NR,BG	91 	112 	94 	142 	180 	228 
ICCS03011,PER_SUSP,T,NR,CH	437 	461 	454 	454 	468 	429 
ICCS03011,PER_SUSP,T,NR,CY	: 	: 	: 	: 	: 	42 
ICCS03011,PER_SUSP,T,NR,CZ	366 	404 	405 	377 	315 	345 
ICCS03011,PER_SUSP,T,NR,DE	6277 	6776 	6484 	6675 	6273 	6364 
ICCS03011,PER_SUSP,T,NR,EE	: 	: 	: 	: 	: 	60 
ICCS03011,PER_SUSP,T,NR,EL	: 	: 	339 	430 	372 	348 
ICCS03011,PER_SUSP,T,NR,ES	918 	866 	1058 	1237 	1382 	1043 
ICCS03011,PER_SUSP,T,NR,FI	800 	771 	644 	574 	512 	641 
ICCS03011,PER_SUSP,T,NR,FR	7785 	7447 	7269 	6828 	6917 	6933 
ICCS03011,PER_SUSP,T,NR,HR	174 	103 	99 	121 	99 	146 
ICCS03011,PER_SUSP,T,NR,HU	257 	251 	265 	303 	234 	284 
ICCS03011,PER_SUSP,T,NR,IE	: 	: 	: 	: 	: 	24 
ICCS03011,PER_SUSP,T,NR,LI	2 	5 	2 	0 	0 	3 
ICCS03011,PER_SUSP,T,NR,LT	88 	110 	170 	152 	150 	106 
ICCS03011,PER_SUSP,T,NR,LU	: 	: 	60 	58 	49 	45 
ICCS03011,PER_SUSP,T,NR,LV	86 	49 	36 	200 	101 	219 
ICCS03011,PER_SUSP,T,NR,ME	3 	3 	3 	11 	8 	19 
ICCS03011,PER_SUSP,T,NR,MK	36 	36 	39 	31 	40 	49 
ICCS03011,PER_SUSP,T,NR,NL	615 	785 	925 	1015 	1285 	1360 
ICCS03011,PER_SUSP,T,NR,NO	164 	138 	156 	162 	156 	131 
ICCS03011,PER_SUSP,T,NR,PL	497 	855 	893 	841 	950 	1021 
ICCS03011,PER_SUSP,T,NR,PT	168 	150 	147 	199 	249 	252 
ICCS03011,PER_SUSP,T,NR,RO	930 	862 	: 	: 	1004 	1027 
ICCS03011,PER_SUSP,T,NR,RS	89 	91 	83 	84 	123 	126 
ICCS03011,PER_SUSP,T,NR,SE	1030 	976 	1004 	1064 	970 	855 
ICCS03011,PER_SUSP,T,NR,SI	38 	46 	39 	47 	68 	42 
ICCS03011,PER_SUSP,T,NR,SK	46 	51 	83 	86 	102 	94 
ICCS03011,PER_SUSP,T,P_HTHAB,AL	: 	: 	0.85 	: 	3.05 	2.59 
ICCS03011,PER_SUSP,T,P_HTHAB,AT	8.54 	8.60 	9.13 	8.72 	7.85 	7.15 
ICCS03011,PER_SUSP,T,P_HTHAB,BA	: 	0.99 	0.94 	1.14 	: 	0.47 
ICCS03011,PER_SUSP,T,P_HTHAB,BE	9.75 	11.83 	12.65 	13.24 	13.61 	13.57 
ICCS03011,PER_SUSP,T,P_HTHAB,BG	1.25 	1.53 	1.28 	1.91 	2.41 	3.03 
ICCS03011,PER_SUSP,T,P_HTHAB,CH	5.44 	5.80 	5.77 	5.83 	6.08 	5.65 
ICCS03011,PER_SUSP,T,P_HTHAB,CY	: 	: 	: 	: 	: 	5.41 
ICCS03011,PER_SUSP,T,P_HTHAB,CZ	3.48 	3.85 	3.86 	3.60 	3.02 	3.34 
ICCS03011,PER_SUSP,T,P_HTHAB,DE	7.65 	8.28 	7.93 	8.16 	7.65 	7.74 
ICCS03011,PER_SUSP,T,P_HTHAB,EE	: 	: 	: 	: 	: 	4.48 
ICCS03011,PER_SUSP,T,P_HTHAB,EL	: 	: 	3.05 	3.84 	3.32 	3.11 
ICCS03011,PER_SUSP,T,P_HTHAB,ES	1.96 	1.85 	2.27 	2.66 	2.99 	2.28 
ICCS03011,PER_SUSP,T,P_HTHAB,FI	14.74 	14.27 	11.98 	10.73 	9.61 	12.09 
ICCS03011,PER_SUSP,T,P_HTHAB,FR	11.87 	11.41 	11.19 	10.56 	10.75 	10.83 
ICCS03011,PER_SUSP,T,P_HTHAB,HR	4.08 	2.41 	2.31 	2.81 	2.30 	3.39 
ICCS03011,PER_SUSP,T,P_HTHAB,HU	2.59 	2.53 	2.65 	3.03 	2.33 	2.83 
ICCS03011,PER_SUSP,T,P_HTHAB,IE	: 	: 	: 	: 	: 	0.54 
ICCS03011,PER_SUSP,T,P_HTHAB,LI	5.43 	13.71 	5.53 	0.00 	0.00 	8.49 
ICCS03011,PER_SUSP,T,P_HTHAB,LT	2.96 	3.66 	5.57 	4.84 	4.71 	3.30 
ICCS03011,PER_SUSP,T,P_HTHAB,LU	: 	: 	11.72 	11.55 	9.93 	9.30 
ICCS03011,PER_SUSP,T,P_HTHAB,LV	4.25 	2.40 	1.74 	9.43 	4.67 	9.99 
ICCS03011,PER_SUSP,T,P_HTHAB,ME	0.48 	0.48 	0.48 	1.78 	1.30 	3.09 
ICCS03011,PER_SUSP,T,P_HTHAB,MK	1.75 	1.75 	1.90 	1.51 	1.95 	2.40 
ICCS03011,PER_SUSP,T,P_HTHAB,NL	3.67 	4.69 	5.55 	6.12 	7.79 	8.29 
ICCS03011,PER_SUSP,T,P_HTHAB,NO	3.25 	2.77 	3.17 	3.33 	3.25 	2.77 
ICCS03011,PER_SUSP,T,P_HTHAB,PL	1.31 	2.25 	2.35 	2.21 	2.49 	2.68 
ICCS03011,PER_SUSP,T,P_HTHAB,PT	1.60 	1.42 	1.39 	1.88 	2.36 	2.39 
ICCS03011,PER_SUSP,T,P_HTHAB,RO	4.65 	4.29 	: 	: 	4.91 	4.98 
ICCS03011,PER_SUSP,T,P_HTHAB,RS	1.24 	1.26 	1.14 	1.15 	1.68 	1.71 
ICCS03011,PER_SUSP,T,P_HTHAB,SE	10.78 	10.29 	10.66 	11.39 	10.48 	9.31 
ICCS03011,PER_SUSP,T,P_HTHAB,SI	1.85 	2.24 	1.90 	2.30 	3.35 	2.09 
ICCS03011,PER_SUSP,T,P_HTHAB,SK	0.85 	0.94 	1.54 	1.60 	1.90 	1.75 
ICCS03011,PER_VICT,F,NR,AL	30 	20 	22 	41 	46 	56 
ICCS03011,PER_VICT,F,NR,AT	845 	831 	904 	824 	604 	568 
ICCS03011,PER_VICT,F,NR,BG	164 	187 	157 	211 	246 	262 
ICCS03011,PER_VICT,F,NR,CH	550 	549 	528 	524 	632 	: 
ICCS03011,PER_VICT,F,NR,CZ	570 	592 	601 	521 	432 	468 
ICCS03011,PER_VICT,F,NR,DE	7153 	7754 	7220 	7448 	7099 	7059 
ICCS03011,PER_VICT,F,NR,DK	344 	318 	351 	330 	349 	399 
ICCS03011,PER_VICT,F,NR,ES	1237 	923 	1094 	1090 	1200 	1333 
ICCS03011,PER_VICT,F,NR,FI	869 	921 	855 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,HR	266 	115 	107 	126 	113 	164 
ICCS03011,PER_VICT,F,NR,HU	284 	293 	266 	331 	275 	211 
ICCS03011,PER_VICT,F,NR,LT	98 	135 	145 	151 	107 	145 
ICCS03011,PER_VICT,F,NR,LV	47 	48 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,ME	3 	2 	3 	7 	8 	13 
ICCS03011,PER_VICT,F,NR,MK	37 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,MT	12 	12 	18 	10 	12 	16 
ICCS03011,PER_VICT,F,NR,NO	1006 	931 	943 	836 	887 	848 
ICCS03011,PER_VICT,F,NR,PT	150 	186 	162 	210 	190 	227 
ICCS03011,PER_VICT,F,NR,RS	72 	103 	114 	104 	136 	152 
ICCS03011,PER_VICT,F,NR,SI	49 	44 	39 	51 	66 	48 
ICCS03011,PER_VICT,F,NR,UKC-L	18528 	14801 	14762 	14589 	13902 	12133 
ICCS03011,PER_VICT,F,NR,UKN	412 	443 	498 	457 	389 	342 
ICCS03011,PER_VICT,F,NR,XK	29 	37 	28 	40 	62 	60 
ICCS03011,PER_VICT,F,P_HTHAB,AL	: 	: 	1.56 	: 	2.87 	3.54 
ICCS03011,PER_VICT,F,P_HTHAB,AT	19.52 	19.28 	21.04 	19.23 	14.12 	13.32 
ICCS03011,PER_VICT,F,P_HTHAB,BG	4.39 	4.97 	4.15 	5.54 	6.42 	6.79 
ICCS03011,PER_VICT,F,P_HTHAB,CH	13.51 	13.61 	13.22 	13.25 	16.14 	: 
ICCS03011,PER_VICT,F,P_HTHAB,CZ	10.65 	11.07 	11.26 	9.78 	8.14 	8.87 
ICCS03011,PER_VICT,F,P_HTHAB,DE	17.16 	18.62 	17.34 	17.86 	16.98 	16.83 
ICCS03011,PER_VICT,F,P_HTHAB,DK	12.18 	11.30 	12.52 	11.82 	12.56 	14.44 
ICCS03011,PER_VICT,F,P_HTHAB,ES	5.22 	3.89 	4.63 	4.64 	5.14 	5.78 
ICCS03011,PER_VICT,F,P_HTHAB,FI	31.48 	33.51 	31.24 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,HR	12.06 	5.19 	4.82 	5.65 	5.06 	7.34 
ICCS03011,PER_VICT,F,P_HTHAB,HU	5.47 	5.63 	5.07 	6.30 	5.22 	4.00 
ICCS03011,PER_VICT,F,P_HTHAB,LT	6.11 	8.33 	8.81 	8.93 	6.26 	8.40 
ICCS03011,PER_VICT,F,P_HTHAB,LV	4.28 	4.32 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,ME	0.96 	0.64 	0.96 	2.23 	2.56 	4.16 
ICCS03011,PER_VICT,F,P_HTHAB,MK	3.60 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,MT	5.67 	5.72 	8.63 	4.81 	5.82 	7.80 
ICCS03011,PER_VICT,F,P_HTHAB,NO	39.99 	37.43 	38.34 	34.38 	36.89 	35.67 
ICCS03011,PER_VICT,F,P_HTHAB,PT	2.73 	3.37 	2.94 	3.81 	3.46 	4.14 
ICCS03011,PER_VICT,F,P_HTHAB,RS	1.95 	2.78 	3.06 	2.77 	3.61 	4.02 
ICCS03011,PER_VICT,F,P_HTHAB,SI	4.71 	4.24 	3.77 	4.94 	6.42 	4.69 
ICCS03011,PER_VICT,F,P_HTHAB,UKC-L	64.31 	51.70 	51.93 	51.70 	49.61 	43.61 
ICCS03011,PER_VICT,F,P_HTHAB,UKN	44.26 	47.79 	53.98 	49.81 	42.68 	37.84 
ICCS03011,PER_VICT,F,P_HTHAB,XK	: 	: 	3.15 	3.66 	5.74 	5.63 
ICCS03011,PER_VICT,M,NR,AL	7 	2 	0 	0 	9 	4 
ICCS03011,PER_VICT,M,NR,AT	43 	38 	50 	34 	38 	32 
ICCS03011,PER_VICT,M,NR,BG	0 	0 	0 	0 	0 	0 
ICCS03011,PER_VICT,M,NR,CH	1 	0 	1 	1 	1 	: 
ICCS03011,PER_VICT,M,NR,CZ	26 	45 	38 	33 	27 	26 
ICCS03011,PER_VICT,M,NR,DE	348 	380 	389 	343 	289 	321 
ICCS03011,PER_VICT,M,NR,DK	15 	3 	3 	4 	7 	5 
ICCS03011,PER_VICT,M,NR,ES	115 	74 	72 	121 	116 	139 
ICCS03011,PER_VICT,M,NR,FI	19 	17 	17 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,HR	7 	5 	8 	12 	12 	20 
ICCS03011,PER_VICT,M,NR,HU	41 	73 	54 	81 	70 	2 
ICCS03011,PER_VICT,M,NR,LT	: 	: 	: 	: 	: 	1 
ICCS03011,PER_VICT,M,NR,LV	1 	0 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,ME	0 	1 	0 	0 	0 	0 
ICCS03011,PER_VICT,M,NR,MK	1 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,MT	1 	1 	0 	1 	0 	3 
ICCS03011,PER_VICT,M,NR,NO	53 	57 	48 	40 	45 	37 
ICCS03011,PER_VICT,M,NR,PT	15 	7 	23 	23 	31 	24 
ICCS03011,PER_VICT,M,NR,RS	1 	3 	6 	3 	4 	9 
ICCS03011,PER_VICT,M,NR,SI	0 	2 	2 	0 	1 	0 
ICCS03011,PER_VICT,M,NR,UKC-L	2197 	1556 	1276 	1303 	1172 	963 
ICCS03011,PER_VICT,M,NR,UKN	81 	60 	50 	40 	33 	26 
ICCS03011,PER_VICT,M,NR,XK	1 	5 	1 	2 	2 	4 
ICCS03011,PER_VICT,M,P_HTHAB,AL	: 	: 	0.00 	: 	0.57 	0.25 
ICCS03011,PER_VICT,M,P_HTHAB,AT	1.04 	0.93 	1.23 	0.84 	0.94 	0.79 
ICCS03011,PER_VICT,M,P_HTHAB,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,CH	0.03 	0.00 	0.03 	0.03 	0.03 	: 
ICCS03011,PER_VICT,M,P_HTHAB,CZ	0.50 	0.87 	0.74 	0.64 	0.53 	0.51 
ICCS03011,PER_VICT,M,P_HTHAB,DE	0.86 	0.95 	0.97 	0.86 	0.72 	0.80 
ICCS03011,PER_VICT,M,P_HTHAB,DK	0.54 	0.11 	0.11 	0.15 	0.26 	0.18 
ICCS03011,PER_VICT,M,P_HTHAB,ES	0.50 	0.32 	0.31 	0.53 	0.51 	0.62 
ICCS03011,PER_VICT,M,P_HTHAB,FI	0.71 	0.64 	0.64 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,HR	0.34 	0.24 	0.39 	0.58 	0.58 	0.96 
ICCS03011,PER_VICT,M,P_HTHAB,HU	0.87 	1.55 	1.14 	1.70 	1.47 	0.04 
ICCS03011,PER_VICT,M,P_HTHAB,LT	: 	: 	: 	: 	: 	0.07 
ICCS03011,PER_VICT,M,P_HTHAB,LV	0.11 	0.00 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,ME	0.00 	0.33 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,MK	0.10 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,MT	0.48 	0.48 	0.00 	0.48 	0.00 	1.48 
ICCS03011,PER_VICT,M,P_HTHAB,NO	2.09 	2.28 	1.95 	1.65 	1.88 	1.57 
ICCS03011,PER_VICT,M,P_HTHAB,PT	0.30 	0.14 	0.46 	0.45 	0.61 	0.47 
ICCS03011,PER_VICT,M,P_HTHAB,RS	0.03 	0.09 	0.17 	0.08 	0.11 	0.25 
ICCS03011,PER_VICT,M,P_HTHAB,SI	0.00 	0.20 	0.20 	0.00 	0.10 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,UKC-L	7.86 	5.61 	4.64 	4.78 	4.34 	3.59 
ICCS03011,PER_VICT,M,P_HTHAB,UKN	9.04 	6.73 	5.64 	4.54 	3.77 	3.00 
ICCS03011,PER_VICT,M,P_HTHAB,XK	: 	: 	0.11 	0.18 	0.18 	0.37 
ICCS03011,PER_VICT,T,NR,AL	37 	22 	22 	41 	55 	60 
ICCS03011,PER_VICT,T,NR,AT	888 	869 	954 	858 	642 	600 
ICCS03011,PER_VICT,T,NR,BG	164 	187 	157 	211 	246 	262 
ICCS03011,PER_VICT,T,NR,CH	551 	549 	529 	525 	633 	: 
ICCS03011,PER_VICT,T,NR,CZ	596 	637 	639 	554 	459 	494 
ICCS03011,PER_VICT,T,NR,DE	7501 	8134 	7609 	7791 	7388 	7380 
ICCS03011,PER_VICT,T,NR,DK	359 	321 	354 	334 	356 	404 
ICCS03011,PER_VICT,T,NR,EL	149 	167 	172 	215 	213 	232 
ICCS03011,PER_VICT,T,NR,ES	1352 	1000 	1168 	1211 	1316 	1474 
ICCS03011,PER_VICT,T,NR,FI	888 	938 	872 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,FR	11171 	10885 	10406 	10108 	9842 	10277 
ICCS03011,PER_VICT,T,NR,HR	273 	120 	115 	138 	125 	184 
ICCS03011,PER_VICT,T,NR,HU	325 	366 	320 	412 	345 	213 
ICCS03011,PER_VICT,T,NR,LT	98 	135 	145 	151 	107 	146 
ICCS03011,PER_VICT,T,NR,LV	48 	48 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,ME	3 	3 	3 	7 	8 	13 
ICCS03011,PER_VICT,T,NR,MK	38 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,MT	13 	13 	18 	11 	12 	19 
ICCS03011,PER_VICT,T,NR,NO	1059 	988 	991 	876 	932 	885 
ICCS03011,PER_VICT,T,NR,PL	994 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,PT	165 	193 	185 	233 	221 	251 
ICCS03011,PER_VICT,T,NR,RS	73 	106 	120 	107 	140 	161 
ICCS03011,PER_VICT,T,NR,SI	49 	46 	41 	51 	67 	48 
ICCS03011,PER_VICT,T,NR,UKC-L	20725 	16357 	16038 	15892 	15074 	13096 
ICCS03011,PER_VICT,T,NR,UKN	493 	503 	548 	497 	422 	368 
ICCS03011,PER_VICT,T,NR,XK	30 	42 	29 	42 	64 	64 
ICCS03011,PER_VICT,T,P_HTHAB,AL	: 	: 	0.78 	: 	1.73 	1.89 
ICCS03011,PER_VICT,T,P_HTHAB,AT	10.51 	10.34 	11.39 	10.27 	7.70 	7.22 
ICCS03011,PER_VICT,T,P_HTHAB,BG	2.25 	2.55 	2.13 	2.84 	3.29 	3.48 
ICCS03011,PER_VICT,T,P_HTHAB,CH	6.85 	6.90 	6.72 	6.74 	8.22 	: 
ICCS03011,PER_VICT,T,P_HTHAB,CZ	5.67 	6.06 	6.09 	5.30 	4.40 	4.78 
ICCS03011,PER_VICT,T,P_HTHAB,DE	9.15 	9.94 	9.31 	9.52 	9.01 	8.98 
ICCS03011,PER_VICT,T,P_HTHAB,DK	6.41 	5.75 	6.37 	6.03 	6.46 	7.38 
ICCS03011,PER_VICT,T,P_HTHAB,EL	1.35 	1.50 	1.55 	1.92 	1.90 	2.07 
ICCS03011,PER_VICT,T,P_HTHAB,ES	2.89 	2.14 	2.50 	2.61 	2.85 	3.23 
